Index,Words,CH,Part,Correct,Error,Box
1393,dreadful,可怕的,adj,0,0,0
1394,drowsy,昏昏欲睡的,adj,0,0,0
1395,drunk,酒醉的,adj,0,0,0
1396,due,預計的、預期的,adj,0,0,0
1397,dull,枯燥的、無聊的,adj,0,0,0
1398,durable,耐久的,adj,0,0,0
1399,dynamic,充滿活力的、精力充沛的,adj,0,0,0
1400,eager,渴望的,adj,0,0,0
1401,earnest,鄭重其事的,adj,0,0,0
1402,economic,經濟的,adj,0,0,0
1403,economical,節省的,adj,0,0,0
第三十七次,0,0,0,0,0,0
1404,edible,可食用的,adj,0,0,0
1405,editorial,編輯的,adj,0,0,0
1406,educational,教育的,adj,0,0,0
1407,efficient,高效率的,adj,0,0,0
1408,elaborate,精心設計的,adj,0,0,0
1409,elastic,有彈性的,adj,0,0,0
1410,electrical,電的,adj,0,0,0
1411,elegant,優雅的,adj,0,0,0
1412,elementary,基本的,adj,0,0,0
1413,emotional,情緒的,adj,0,0,0
1414,enclosed,隨函附上的,adj,0,0,0
1415,energetic,有活力的,adj,0,0,0
1416,enjoyable,令人愉快的,adj,0,0,0
1417,enormous,極大的,adj,0,0,0
1418,enthusiastic,熱情的,adj,0,0,0
1419,envious,羨慕的、忌妒的,adj,0,0,0
1420,environmental,環境的,adj,0,0,0
1421,equivalent,等值的、等同的,adj,0,0,0
1422,essential,必須的,adj,0,0,0
1423,even,平坦的、平等的,adj,0,0,0
1424,eventual,最終的,adj,0,0,0
1425,everyday,每天的,adj,0,0,0
1426,evident,明顯的、明顯不同的,adj,0,0,0
1427,exceptional,不同凡響的,adj,0,0,0
1428,experimental,實驗的,adj,0,0,0
1429,explosive,會爆炸的,adj,0,0,0
1430,extensive,範圍廣的,adj,0,0,0
1431,extinct,滅絕的,adj,0,0,0
1432,extraordinary,非凡的,adj,0,0,0
1433,extreme,極端的、非常的,adj,0,0,0
1434,facial,臉部的,adj,0,0,0
1435,faint,微弱的、虛弱無力的,adj,0,0,0
1436,faithful,忠誠的,adj,0,0,0
1437,familiar,熟悉的,adj,0,0,0
1438,fascinated,著迷的,adj,0,0,0
1439,fatal,致命的,adj,0,0,0
1440,faulty,有缺點的,adj,0,0,0
1441,favorable,討人喜歡的、有益的,adj,0,0,0
第三十八次,0,0,0,0,0,0
1442,fertile,肥沃的,adj,0,0,0
1443,fierce,激烈的、猛烈的,adj,0,0,0
1444,financial,財物的,adj,0,0,0
1445,flexible,有彈性的,adj,0,0,0
1446,fluent,流暢的,adj,0,0,0
1447,foggy,有霧的,adj,0,0,0
1448,fond,喜歡的,adj,0,0,0
1449,forgetful,健忘的,adj,0,0,0
1450,fortunate,幸運的,adj,0,0,0
1451,freezing,極冷的,adj,0,0,0
1452,frequent,頻繁發生的,adj,0,0,0
1453,frightening,令人恐懼的,adj,0,0,0
1454,frozen,冷凍的、結冰的,adj,0,0,0
1455,fundamental,基本的、主要的,adj,0,0,0
1456,furious,發怒的、狂怒的,adj,0,0,0
1457,genuine,真實的,adj,0,0,0
1458,gifted,有天賦的,adj,0,0,0
1459,gigantic,巨大的,adj,0,0,0
1460,global,全球性的,adj,0,0,0
1461,glorious,榮耀的,adj,0,0,0
1462,graceful,優雅的,adj,0,0,0
1463,gradual,逐漸的,adj,0,0,0
1464,grateful,感激的,adj,0,0,0
1465,grave,嚴肅的、嚴峻的,adj,0,0,0
1466,guilty,有罪的,adj,0,0,0
1467,habitual,習慣性的,adj,0,0,0
1468,handicapped,殘障的,adj,0,0,0
1469,hard-working,認真的,adj,0,0,0
1470,harmful,有害的,adj,0,0,0
1471,harsh,嚴苛的,adj,0,0,0
1472,hasty,倉促的,adj,0,0,0
1473,heavenly,天堂的、美好的,adj,0,0,0
1474,hidden,隱藏的,adj,0,0,0
1475,historic,有歷史意義的,adj,0,0,0
1476,historical,有關歷史的,adj,0,0,0
1477,hollow,空洞的,adj,0,0,0
1478,honorable,高尚的,adj,0,0,0
1479,hopeful,充滿希望的,adj,0,0,0
1480,hourly,每小時的,adj,0,0,0
1481,ideal,理想的,adj,0,0,0
第三十九次,0,0,0,0,0,0
1482,identical,相同的,adj,0,0,0
1483,idle,無目的的,adj,0,0,0
1484,ignorant,無知的,adj,0,0,0
1485,illegal,非法的,adj,0,0,0
1486,imaginary,虛構的,adj,0,0,0
1487,immediate,立即的,adj,0,0,0
1488,impatient,沒耐心的,adj,0,0,0
1489,impressive,給人留下印象的,adj,0,0,0
1490,inadequate,不夠的、不足的,adj,0,0,0
1491,included,被包括在內的,adj,0,0,0
1492,incomplete,不完整的、未完成的,adj,0,0,0
1493,inconvenient,不方便的,adj,0,0,0
1494,industrial,工業的,adj,0,0,0
1495,inevitable,無法避免的,adj,0,0,0
1496,inferior,較差的、較低的,adj,0,0,0
1497,influential,有影響力的,adj,0,0,0
1498,informal,非正式的,adj,0,0,0
1499,informative,資訊豐富的,adj,0,0,0
1500,initial,最初的,adj,0,0,0
1501,injured,受傷的,adj,0,0,0
第四十次,0,0,0,0,0,0
1502,inner,內部的、內心的,adj,0,0,0
1503,innocent,無辜的、無罪的,adj,0,0,0
1504,intellectual,智力的,adj,0,0,0
1505,intense,強烈的,adj,0,0,0
1506,intensive,密集的,adj,0,0,0
1507,interesting,有趣的,adj,0,0,0
1508,intermediate,中間的、中級的,adj,0,0,0
1509,internal,內部的,adj,0,0,0
1510,invisible,看不見的,adj,0,0,0
1511,involved,糾纏的、複雜的,adj,0,0,0
1512,irregular,不規則的,adj,0,0,0
1513,joyful,歡樂的,adj,0,0,0
1514,knowledgeable,有見識的,adj,0,0,0
1515,lawful,合法的,adj,0,0,0
1516,legendary,傳奇的,adj,0,0,0
1517,leisurely,悠閒的,adj,0,0,0
1518,liberal,自由開放的,adj,0,0,0
1519,literary,文學的,adj,0,0,0
1520,logical,合乎邏輯的,adj,0,0,0
1521,loyal,忠實的,adj,0,0,0
第四十一次,0,0,0,0,0,0
1522,luxurious,奢侈的,adj,0,0,0
1523,magnetic,有磁性的,adj,0,0,0
1524,magnificent,壯麗的,adj,0,0,0
1525,manageable,可處理的,adj,0,0,0
1526,mathematical,數學的,adj,0,0,0
1527,mature,成熟的,adj,0,0,0
1528,mean,吝嗇的、低劣的,adj,0,0,0
1529,meaningful,富有意義的,adj,0,0,0
1530,measurable,可測量的,adj,0,0,0
1531,mechanical,機械的,adj,0,0,0
1532,medical,醫學的,adj,0,0,0
1533,memorable,難忘的,adj,0,0,0
1534,mental,精神的,adj,0,0,0
1535,mild,溫和的,adj,0,0,0
1536,miserable,悲慘的,adj,0,0,0
1537,moderate,溫和的,adj,0,0,0
1538,modest,謙虛的,adj,0,0,0
1539,moral,道德的,adj,0,0,0
1540,mountainous,多山的,adj,0,0,0
1541,movable,可移動的,adj,0,0,0
1542,muddy,泥濘的,adj,0,0,0
1543,multiple,多個的,adj,0,0,0
1544,musical,音樂的,adj,0,0,0
1545,mutual,互相的、共同的,adj,0,0,0
1546,mysterious,神秘的,adj,0,0,0
1547,naked,赤裸的、裸體的,adj,0,0,0
1548,nasty,令人不快的,adj,0,0,0
1549,native,土生土長的,adj,0,0,0
1550,naval,海軍的,adj,0,0,0
1551,neat,整齊的,adj,0,0,0
1552,needy,貧窮的,adj,0,0,0
1553,noble,高貴的,adj,0,0,0
1554,non-stop,不停的,adj,0,0,0
1555,normal,正常的,adj,0,0,0
1556,nuclear,核能的,adj,0,0,0
1557,numerous,無數的、很多的,adj,0,0,0
1558,obedient,順從的,adj,0,0,0
1559,obvious,明顯的、明顯不同的,adj,0,0,0
第四十二次,0,0,0,0,0,0
1560,occasional,偶然的,adj,0,0,0
1561,odd,奇數的、奇怪的,adj,0,0,0
1562,offensive,冒犯的,adj,0,0,0
1563,opposite,相反的、完全不同的,adj,0,0,0
1564,oral,口頭的,adj,0,0,0
1565,organic,有機的,adj,0,0,0
1566,original,最初的、原本的,adj,0,0,0
1567,outstanding,傑出的、優秀的,adj,0,0,0
1568,outward,向外的、外面的,adj,0,0,0
1569,overhead,企業日常開支的、在頭頂上的,adj,0,0,0
1570,parallel,平行的,adj,0,0,0
1571,partial,偏心的,adj,0,0,0
1572,passive,被動的,adj,0,0,0
1573,patriotic,愛國的,adj,0,0,0
1574,peculiar,獨特的,adj,0,0,0
1575,permanent,永久的,adj,0,0,0
1576,persuasive,有說服力的,adj,0,0,0
1577,pessimistic,悲觀的,adj,0,0,0
1578,philosophical,哲學的、豁達的,adj,0,0,0
1579,photographic,攝影的,adj,0,0,0
1580,physical,物質的,adj,0,0,0
1581,political,政治的,adj,0,0,0
1582,poisonous,有毒的,adj,0,0,0
1583,portable,可攜帶的,adj,0,0,0
1584,postal,郵政的,adj,0,0,0
1585,potential,潛在的,adj,0,0,0
1586,practical,實際的,adj,0,0,0
1587,precise,精準的,adj,0,0,0
1588,preferable,更好的,adj,0,0,0
1589,pregnant,懷孕的,adj,0,0,0
1590,presidential,總統的,adj,0,0,0
1591,previous,先前的,adj,0,0,0
1592,primary,主要的、基本的,adj,0,0,0
1593,prime,首要的、主要的,adj,0,0,0
1594,primitive,原始的,adj,0,0,0
1595,probable,可能的,adj,0,0,0
1596,productive,多產的,adj,0,0,0
1597,professional,專業的,adj,0,0,0
第四十三次,0,0,0,0,0,0
1598,profitable,有利的、有盈利的,adj,0,0,0
1599,progressive,漸進的,adj,0,0,0
1600,prominent,突出的,adj,0,0,0
1601,promising,有前途的,adj,0,0,0
1602,proper,合適的,adj,0,0,0
1603,prosperous,繁榮的,adj,0,0,0
1604,protective,保護的,adj,0,0,0
1605,psychological,心理的,adj,0,0,0
1606,punctual,準時的,adj,0,0,0
1607,pure,純的、純淨的,adj,0,0,0
1608,qualified,勝任的,adj,0,0,0
1609,racial,種族的,adj,0,0,0
1610,radical,極端的,adj,0,0,0
1611,realistic,現實的、務實的,adj,0,0,0
1612,reasonable,合理的,adj,0,0,0
1613,regional,區域的,adj,0,0,0
1614,related,相關的,adj,0,0,0
1615,reliable,可靠的,adj,0,0,0
1616,religious,宗教的,adj,0,0,0
1617,reluctant,不願意的,adj,0,0,0
1618,remarkable,非凡的,adj,0,0,0
1619,remote,遙遠的,adj,0,0,0
1620,resistant,抵抗的、抵制的,adj,0,0,0
1621,revolutionary,改革的、革命性的,adj,0,0,0
1622,romantic,浪漫的,adj,0,0,0
1623,rough,粗糙的,adj,0,0,0
1624,rural,鄉下的,adj,0,0,0
1625,satisfactory,令人滿意的,adj,0,0,0
1626,scarce,稀有的、罕見的,adj,0,0,0
1627,scientific,科學的,adj,0,0,0
1628,secondary,次要的,adj,0,0,0
1629,sensible,明智的,adj,0,0,0
1630,sensitive,敏感的,adj,0,0,0
1631,severe,嚴重的,adj,0,0,0
1632,shallow,淺的,adj,0,0,0
1633,significant,重要的,adj,0,0,0
